gene	reaction	environment	relative	absolute	
YBR115C	AASAD1	EX_nh4(e)	0	0	
YBR115C	AASAD2	EX_nh4(e)	3.46482e-05	0.121063	
YBR115C	AASAD1	EX_o2(e)	0	0	
YBR115C	AASAD2	EX_o2(e)	2.62801e-08	9.18243e-05	
YBR115C	AASAD1	EX_pi(e)	3.23381e-05	0.112991	
YBR115C	AASAD2	EX_pi(e)	0	0	
YBR115C	AASAD1	EX_so4(e)	-1.04536e-08	-3.65254e-05	
YBR115C	AASAD2	EX_so4(e)	0	0	
YBR117C	TKT1	EX_glc(e)	-0.111794	9290.35	
YBR117C	TKT2	EX_glc(e)	-0.114185	413.215	
YBR117C	TKT1	EX_nh4(e)	-0.00087357	72.5958	
YBR117C	TKT2	EX_nh4(e)	-3.32594e-05	0.12036	
YBR117C	TKT1	EX_o2(e)	4.41859e-08	8.82924e-06	
YBR117C	TKT2	EX_o2(e)	-6.66423e-09	-1.4059e-06	
YBR117C	TKT1	EX_pi(e)	3.75876e-05	-3.12363	
YBR117C	TKT2	EX_pi(e)	8.65689e-07	-0.00313277	
YBR117C	TKT1	EX_so4(e)	-9.95716e-13	-3.31388e-13	
YBR117C	TKT2	EX_so4(e)	-9.95803e-13	-3.31447e-13	
YBR121C	GLYTRS	EX_glc(e)	0	0	
YBR121C	GLYTRS	EX_nh4(e)	0	0	
YBR121C	GLYTRS	EX_o2(e)	0	0	
YBR121C	GLYTRS	EX_pi(e)	0	0	
YBR121C	GLYTRS	EX_so4(e)	0	0	
YBR126C	TRE6PP	EX_glc(e)	-439104	-1.87651e+10	
YBR126C	TRE6PS	EX_glc(e)	-439104	-1.87651e+10	
YBR126C	TRE6PP	EX_nh4(e)	0.000289083	8.52751	
YBR126C	TRE6PS	EX_nh4(e)	0.00029761	8.77907	
YBR126C	TRE6PP	EX_o2(e)	-1.24247e-06	-0.036651	
YBR126C	TRE6PS	EX_o2(e)	-4.17114e-06	-0.123043	
YBR126C	TRE6PP	EX_pi(e)	-8448.72	-3.61056e+08	
YBR126C	TRE6PS	EX_pi(e)	-8448.72	-3.61056e+08	
YBR126C	TRE6PP	EX_so4(e)	-7.50158e-07	-0.0221286	
YBR126C	TRE6PS	EX_so4(e)	-2.20635e-07	-0.0065084	
YBR127C	ATPS3g	EX_glc(e)	0	0	
YBR127C	ATPS3v	EX_glc(e)	0	0	
YBR127C	ATPS3g	EX_nh4(e)	0	0	
YBR127C	ATPS3v	EX_nh4(e)	0	0	
YBR127C	ATPS3g	EX_o2(e)	0	0	
YBR127C	ATPS3v	EX_o2(e)	0	0	
YBR127C	ATPS3g	EX_pi(e)	0	0	
YBR127C	ATPS3v	EX_pi(e)	0	0	
YBR127C	ATPS3g	EX_so4(e)	0	0	
YBR127C	ATPS3v	EX_so4(e)	0	0	
YBR132C	CRNt	EX_glc(e)	0	0	
YBR132C	CRNt	EX_nh4(e)	0	0	
YBR132C	CRNt	EX_o2(e)	0	0	
YBR132C	CRNt	EX_pi(e)	0	0	
YBR132C	CRNt	EX_so4(e)	0	0	
YBR145W	ALCD2x	EX_glc(e)	-1.16299e+07	-4.51246e+21	
YBR145W	ALCD2x	EX_nh4(e)	-8.32108e-09	1.93953e-07	
YBR145W	ALCD2x	EX_o2(e)	-2.71371e-12	2.71974e-13	
YBR145W	ALCD2x	EX_pi(e)	3.0682e-11	-6.16176e-12	
YBR145W	ALCD2x	EX_so4(e)	-9.89949e-13	3.27561e-13	
YBR149W	ARAB1D1	EX_glc(e)	0	0	
YBR149W	ARAB1D2	EX_glc(e)	0	0	
YBR149W	ARAB1D1	EX_nh4(e)	0	0	
YBR149W	ARAB1D2	EX_nh4(e)	0	0	
YBR149W	ARAB1D1	EX_o2(e)	0	0	
YBR149W	ARAB1D2	EX_o2(e)	0	0	
YBR149W	ARAB1D1	EX_pi(e)	0	0	
YBR149W	ARAB1D2	EX_pi(e)	0	0	
YBR149W	ARAB1D1	EX_so4(e)	0	0	
YBR149W	ARAB1D2	EX_so4(e)	0	0	
YBR153W	APRAUR	EX_glc(e)	0	0	
YBR153W	DHPPDA	EX_glc(e)	0	0	
YBR153W	APRAUR	EX_nh4(e)	52483.8	2.69042e+17	
YBR153W	DHPPDA	EX_nh4(e)	47061.9	2.40934e+17	
YBR153W	APRAUR	EX_o2(e)	0	0	
YBR153W	DHPPDA	EX_o2(e)	0	0	
YBR153W	APRAUR	EX_pi(e)	0	0	
YBR153W	DHPPDA	EX_pi(e)	0	0	
YBR153W	APRAUR	EX_so4(e)	0	0	
YBR153W	DHPPDA	EX_so4(e)	0	0	
YBR166C	PPND2	EX_glc(e)	-0.000274648	-2.69262	
YBR166C	PPND2	EX_nh4(e)	8.99906e-05	0.882261	
YBR166C	PPND2	EX_o2(e)	1.99095e-06	0.0195191	
YBR166C	PPND2	EX_pi(e)	-4.65115e-06	-0.0455995	
YBR166C	PPND2	EX_so4(e)	0	0	
YBR176W	MOHMT	EX_glc(e)	0	0	
YBR176W	MOHMT	EX_nh4(e)	0	0	
YBR176W	MOHMT	EX_o2(e)	-1.53197e-07	-8.57236e-05	
YBR176W	MOHMT	EX_pi(e)	0	0	
YBR176W	MOHMT	EX_so4(e)	0	0	
YBR184W	EPMGH	EX_glc(e)	0	0	
YBR184W	GALIGH	EX_glc(e)	0	0	
YBR184W	GALS3	EX_glc(e)	0	0	
YBR184W	GGLGH	EX_glc(e)	0	0	
YBR184W	MELTGH	EX_glc(e)	0	0	
YBR184W	RAFGH	EX_glc(e)	0	0	
YBR184W	EPMGH	EX_nh4(e)	0	0	
YBR184W	GALIGH	EX_nh4(e)	0	0	
YBR184W	GALS3	EX_nh4(e)	0	0	
YBR184W	GGLGH	EX_nh4(e)	0	0	
YBR184W	MELTGH	EX_nh4(e)	0	0	
YBR184W	RAFGH	EX_nh4(e)	0	0	
YBR184W	EPMGH	EX_o2(e)	0	0	
YBR184W	GALIGH	EX_o2(e)	0	0	
YBR184W	GALS3	EX_o2(e)	0	0	
YBR184W	GGLGH	EX_o2(e)	0	0	
YBR184W	MELTGH	EX_o2(e)	0	0	
YBR184W	RAFGH	EX_o2(e)	0	0	
YBR184W	EPMGH	EX_pi(e)	0	0	
YBR184W	GALIGH	EX_pi(e)	0	0	
YBR184W	GALS3	EX_pi(e)	0	0	
YBR184W	GGLGH	EX_pi(e)	0	0	
YBR184W	MELTGH	EX_pi(e)	0	0	
YBR184W	RAFGH	EX_pi(e)	0	0	
YBR184W	EPMGH	EX_so4(e)	0	0	
YBR184W	GALIGH	EX_so4(e)	0	0	
YBR184W	GALS3	EX_so4(e)	0	0	
YBR184W	GGLGH	EX_so4(e)	0	0	
YBR184W	MELTGH	EX_so4(e)	0	0	
YBR184W	RAFGH	EX_so4(e)	0	0	
YBR196C	G6PI	EX_glc(e)	3.0615e-06	-0.000350484	
YBR196C	G6PI2	EX_glc(e)	0	0	
YBR196C	PGI	EX_glc(e)	-4.07351e-06	-0.000579712	
YBR196C	G6PI	EX_nh4(e)	-3.0052e-09	6.06808e-10	
YBR196C	G6PI2	EX_nh4(e)	0	0	
YBR196C	PGI	EX_nh4(e)	1.86936e-09	3.7759e-10	
YBR196C	G6PI	EX_o2(e)	0	0	
YBR196C	G6PI2	EX_o2(e)	0	0	
YBR196C	PGI	EX_o2(e)	4.2109e-11	8.41965e-12	
YBR196C	G6PI	EX_pi(e)	0	0	
YBR196C	G6PI2	EX_pi(e)	0	0	
YBR196C	PGI	EX_pi(e)	2.17699e-07	-0.000127436	
YBR196C	G6PI	EX_so4(e)	1.51573e-12	-7.67909e-13	
YBR196C	G6PI2	EX_so4(e)	0	0	
YBR196C	PGI	EX_so4(e)	2.12427e-12	-3.01658e-13	
YBR199W	G12MT1g	EX_glc(e)	0	0	
YBR199W	G12MT2g	EX_glc(e)	0	0	
YBR199W	G12MT1g	EX_nh4(e)	0	0	
YBR199W	G12MT2g	EX_nh4(e)	0	0	
YBR199W	G12MT1g	EX_o2(e)	0	0	
YBR199W	G12MT2g	EX_o2(e)	0	0	
YBR199W	G12MT1g	EX_pi(e)	0	0	
YBR199W	G12MT2g	EX_pi(e)	0	0	
YBR199W	G12MT1g	EX_so4(e)	0	0	
YBR199W	G12MT2g	EX_so4(e)	0	0	
YBR205W	G12MT1g	EX_glc(e)	0	0	
YBR205W	G12MT2g	EX_glc(e)	0	0	
YBR205W	G12MT1g	EX_nh4(e)	0	0	
YBR205W	G12MT2g	EX_nh4(e)	0	0	
YBR205W	G12MT1g	EX_o2(e)	0	0	
YBR205W	G12MT2g	EX_o2(e)	0	0	
YBR205W	G12MT1g	EX_pi(e)	0	0	
YBR205W	G12MT2g	EX_pi(e)	0	0	
YBR205W	G12MT1g	EX_so4(e)	0	0	
YBR205W	G12MT2g	EX_so4(e)	0	0	
YBR208C	ALPHNH	EX_glc(e)	0	0	
YBR208C	UREASE	EX_glc(e)	269726	-2.52387e+18	
YBR208C	ALPHNH	EX_nh4(e)	0	0	
YBR208C	UREASE	EX_nh4(e)	0	0	
YBR208C	ALPHNH	EX_o2(e)	0	0	
YBR208C	UREASE	EX_o2(e)	0	0	
YBR208C	ALPHNH	EX_pi(e)	0	0	
YBR208C	UREASE	EX_pi(e)	0	0	
YBR208C	ALPHNH	EX_so4(e)	0	0	
YBR208C	UREASE	EX_so4(e)	0	0	
YBR218C	PC	EX_glc(e)	-1.69698e-05	-0.0107452	
YBR218C	PC	EX_nh4(e)	6.26665e-06	0.00396799	
YBR218C	PC	EX_o2(e)	2.0345e-08	2.23709e-06	
YBR218C	PC	EX_pi(e)	-1.89877e-09	-1.49457e-07	
YBR218C	PC	EX_so4(e)	-4.40325e-12	-2.16019e-12	
YBR221C	PDHm	EX_glc(e)	-2.3394e-05	-0.0179264	
YBR221C	THFATm	EX_glc(e)	0	0	
YBR221C	PDHm	EX_nh4(e)	0	0	
YBR221C	THFATm	EX_nh4(e)	0	0	
YBR221C	PDHm	EX_o2(e)	0	0	
YBR221C	THFATm	EX_o2(e)	0	0	
YBR221C	PDHm	EX_pi(e)	0	0	
YBR221C	THFATm	EX_pi(e)	0	0	
YBR221C	PDHm	EX_so4(e)	0	0	
YBR221C	THFATm	EX_so4(e)	0	0	
YBR244W	GTHP	EX_glc(e)	585381	-1.24136e+19	
YBR244W	GTHP	EX_nh4(e)	9.63122e-10	9.78308e-11	
YBR244W	GTHP	EX_o2(e)	0	0	
YBR244W	GTHP	EX_pi(e)	0	0	
YBR244W	GTHP	EX_so4(e)	0	0	
YBR248C	IG3PS	EX_glc(e)	-154978	-2.33752e+09	
YBR248C	IG3PS	EX_nh4(e)	-84351.4	-1.27227e+09	
YBR248C	IG3PS	EX_o2(e)	-840.724	-1.26806e+07	
YBR248C	IG3PS	EX_pi(e)	-2981.9	-4.49759e+07	
YBR248C	IG3PS	EX_so4(e)	-1165.91	-1.75854e+07	
YBR249C	DDPA	EX_glc(e)	-0.000123137	-0.465897	
YBR249C	DDPA	EX_nh4(e)	3.79082e-05	0.143429	
YBR249C	DDPA	EX_o2(e)	-5.1793e-07	-0.00195963	
YBR249C	DDPA	EX_pi(e)	-9.35527e-07	-0.00353964	
YBR249C	DDPA	EX_so4(e)	-1.13197e-08	-4.28291e-05	
YBR252W	DUTPDP	EX_glc(e)	0	0	
YBR252W	DUTPDP	EX_nh4(e)	0.0028095	780.418	
YBR252W	DUTPDP	EX_o2(e)	1.54606e-05	4.29461	
YBR252W	DUTPDP	EX_pi(e)	1.00512e-05	2.792	
YBR252W	DUTPDP	EX_so4(e)	-2.07764e-06	-0.577123	
YBR256C	RBFSb	EX_glc(e)	0	0	
YBR256C	RBFSb	EX_nh4(e)	53456.9	2.73513e+17	
YBR256C	RBFSb	EX_o2(e)	0	0	
YBR256C	RBFSb	EX_pi(e)	0	0	
YBR256C	RBFSb	EX_so4(e)	0	0	
YBR263W	GHMT2rm	EX_glc(e)	2.99027e-09	-2.99269e-10	
YBR263W	GHMT2rm	EX_nh4(e)	-1.00159e-09	1.00633e-10	
YBR263W	GHMT2rm	EX_o2(e)	-1.74591e-11	1.74687e-12	
YBR263W	GHMT2rm	EX_pi(e)	5.97104e-11	-5.97166e-12	
YBR263W	GHMT2rm	EX_so4(e)	-2.99208e-13	2.99236e-14	
YBR265W	3DSPHR	EX_glc(e)	0	0	
YBR265W	3DSPHR	EX_nh4(e)	0	0	
YBR265W	3DSPHR	EX_o2(e)	0	0	
YBR265W	3DSPHR	EX_pi(e)	0	0	
YBR265W	3DSPHR	EX_so4(e)	0	0	
YBR284W	AMPN	EX_glc(e)	0	0	
YBR284W	AMPN	EX_nh4(e)	0	0	
YBR284W	AMPN	EX_o2(e)	0	0	
YBR284W	AMPN	EX_pi(e)	0	0	
YBR284W	AMPN	EX_so4(e)	0	0	
YBR291C	CITtam	EX_glc(e)	5528.85	-1.14578e+15	
YBR291C	CITtbm	EX_glc(e)	0	0	
YBR291C	CITtcm	EX_glc(e)	2.67406e-09	-2.67406e-10	
YBR291C	CITtam	EX_nh4(e)	-8.81541e-06	0.00865274	
YBR291C	CITtbm	EX_nh4(e)	0	0	
YBR291C	CITtcm	EX_nh4(e)	-9.75239e-10	9.75339e-11	
YBR291C	CITtam	EX_o2(e)	1.81867e-07	-0.00020359	
YBR291C	CITtbm	EX_o2(e)	0	0	
YBR291C	CITtcm	EX_o2(e)	-4.81411e-12	4.81454e-13	
YBR291C	CITtam	EX_pi(e)	5.3176e-08	-1.05762e-05	
YBR291C	CITtbm	EX_pi(e)	0	0	
YBR291C	CITtcm	EX_pi(e)	-4.62588e-12	4.62821e-13	
YBR291C	CITtam	EX_so4(e)	-0	0	
YBR291C	CITtbm	EX_so4(e)	0	0	
YBR291C	CITtcm	EX_so4(e)	3.44614e-13	-3.96947e-14	
YBR294W	SO4ti	EX_glc(e)	-132924	-1.71959e+09	
YBR294W	SO4ti	EX_nh4(e)	-72348	-9.35938e+08	
YBR294W	SO4ti	EX_o2(e)	2.50018e-08	7.29025e-06	
YBR294W	SO4ti	EX_pi(e)	-2557.57	-3.30863e+07	
YBR294W	SO4ti	EX_so4(e)	-1000	-1.29366e+07	
YBR296C	PIt2r	EX_glc(e)	-51972.7	-2.62887e+08	
YBR296C	PIt2r	EX_nh4(e)	-28287.8	-1.43085e+08	
YBR296C	PIt2r	EX_o2(e)	-281.942	-1.42611e+06	
YBR296C	PIt2r	EX_pi(e)	-1000	-5.05817e+06	
YBR296C	PIt2r	EX_so4(e)	-390.996	-1.97773e+06	
YBR298C	MALTt2	EX_glc(e)	0	0	
YBR298C	MALTt2	EX_nh4(e)	0	0	
YBR298C	MALTt2	EX_o2(e)	0	0	
YBR298C	MALTt2	EX_pi(e)	0	0	
YBR298C	MALTt2	EX_so4(e)	0	0	
YBR299W	MALT	EX_glc(e)	0	0	
YBR299W	MALT	EX_nh4(e)	0	0	
YBR299W	MALT	EX_o2(e)	0	0	
YBR299W	MALT	EX_pi(e)	0	0	
YBR299W	MALT	EX_so4(e)	0	0	
YCL004W	CDPDGPm_SC	EX_glc(e)	-2.0243e+07	-1.42297e+22	
YCL004W	CDPDGPm_SC	EX_nh4(e)	6.61873e+06	4.65258e+21	
YCL004W	CDPDGPm_SC	EX_o2(e)	57100.6	4.01384e+19	
YCL004W	CDPDGPm_SC	EX_pi(e)	-457839	-3.21835e+20	
YCL004W	CDPDGPm_SC	EX_so4(e)	-79916.6	-5.61767e+19	
YCL009C	ACHBSm	EX_glc(e)	-53321.3	-2.76707e+08	
YCL009C	ACLSm	EX_glc(e)	-18315.6	-3.2648e+07	
YCL009C	ACHBSm	EX_nh4(e)	-29021.8	-1.50606e+08	
YCL009C	ACLSm	EX_nh4(e)	-9968.81	-1.77697e+07	
YCL009C	ACHBSm	EX_o2(e)	-289.258	-1.50108e+06	
YCL009C	ACLSm	EX_o2(e)	-1.02502e-08	-4.3653e-06	
YCL009C	ACHBSm	EX_pi(e)	-1025.95	-5.32406e+06	
YCL009C	ACLSm	EX_pi(e)	-352.406	-628175	
YCL009C	ACHBSm	EX_so4(e)	-401.142	-2.08169e+06	
YCL009C	ACLSm	EX_so4(e)	-137.79	-245614	
YCL018W	IPMD	EX_glc(e)	-34666.1	-1.16957e+08	
YCL018W	IPMD	EX_nh4(e)	-18868.1	-6.36575e+07	
YCL018W	IPMD	EX_o2(e)	-188.057	-634469	
YCL018W	IPMD	EX_pi(e)	-667.004	-2.25035e+06	
YCL018W	IPMD	EX_so4(e)	-260.796	-879879	
YCL025C	ALAt2r	EX_glc(e)	0	0	
YCL025C	ASNt2r	EX_glc(e)	0	0	
YCL025C	GLNt2r	EX_glc(e)	0	0	
YCL025C	GLUt2r	EX_glc(e)	0	0	
YCL025C	HISt2r	EX_glc(e)	0	0	
YCL025C	ILEt2r	EX_glc(e)	0	0	
YCL025C	LEUt2r	EX_glc(e)	-7.21101e+06	-1.92945e+21	
YCL025C	METt2r	EX_glc(e)	4.93424e+06	-8.80789e+20	
YCL025C	PHEt2r	EX_glc(e)	0	0	
YCL025C	SERt2r	EX_glc(e)	0	0	
YCL025C	THRt2r	EX_glc(e)	0	0	
YCL025C	TYRt2r	EX_glc(e)	0	0	
YCL025C	VALt2r	EX_glc(e)	0	0	
YCL025C	ALAt2r	EX_nh4(e)	0	0	
YCL025C	ASNt2r	EX_nh4(e)	0	0	
YCL025C	GLNt2r	EX_nh4(e)	0	0	
YCL025C	GLUt2r	EX_nh4(e)	0	0	
YCL025C	HISt2r	EX_nh4(e)	0	0	
YCL025C	ILEt2r	EX_nh4(e)	0	0	
YCL025C	LEUt2r	EX_nh4(e)	0	0	
YCL025C	METt2r	EX_nh4(e)	0	0	
YCL025C	PHEt2r	EX_nh4(e)	0	0	
YCL025C	SERt2r	EX_nh4(e)	0	0	
YCL025C	THRt2r	EX_nh4(e)	0	0	
YCL025C	TYRt2r	EX_nh4(e)	0	0	
YCL025C	VALt2r	EX_nh4(e)	-2.58092e+06	7.16156e+20	
YCL025C	ALAt2r	EX_o2(e)	18838.1	7.14884e+18	
YCL025C	ASNt2r	EX_o2(e)	14351.1	6.2517e+17	
YCL025C	GLNt2r	EX_o2(e)	0	0	
YCL025C	GLUt2r	EX_o2(e)	0	0	
YCL025C	HISt2r	EX_o2(e)	0	0	
YCL025C	ILEt2r	EX_o2(e)	-97871.7	4.51615e+19	
YCL025C	LEUt2r	EX_o2(e)	0	0	
YCL025C	METt2r	EX_o2(e)	-5.11567e-08	1.52607e-05	
YCL025C	PHEt2r	EX_o2(e)	0	0	
YCL025C	SERt2r	EX_o2(e)	0	0	
YCL025C	THRt2r	EX_o2(e)	-1195.47	-5.00034e+16	
YCL025C	TYRt2r	EX_o2(e)	0	0	
YCL025C	VALt2r	EX_o2(e)	-4174.07	1.15822e+18	
YCL025C	ALAt2r	EX_pi(e)	0	0	
YCL025C	ASNt2r	EX_pi(e)	0	0	
YCL025C	GLNt2r	EX_pi(e)	0	0	
YCL025C	GLUt2r	EX_pi(e)	0	0	
YCL025C	HISt2r	EX_pi(e)	0	0	
YCL025C	ILEt2r	EX_pi(e)	0	0	
YCL025C	LEUt2r	EX_pi(e)	0	0	
YCL025C	METt2r	EX_pi(e)	0	0	
YCL025C	PHEt2r	EX_pi(e)	0	0	
YCL025C	SERt2r	EX_pi(e)	0	0	
YCL025C	THRt2r	EX_pi(e)	0	0	
YCL025C	TYRt2r	EX_pi(e)	0	0	
YCL025C	VALt2r	EX_pi(e)	0	0	
YCL025C	ALAt2r	EX_so4(e)	1.38399e-11	-8.00282e-12	
YCL025C	ASNt2r	EX_so4(e)	0	0	
YCL025C	GLNt2r	EX_so4(e)	0	0	
YCL025C	GLUt2r	EX_so4(e)	0	0	
YCL025C	HISt2r	EX_so4(e)	0	0	
YCL025C	ILEt2r	EX_so4(e)	0	0	
YCL025C	LEUt2r	EX_so4(e)	0	0	
YCL025C	METt2r	EX_so4(e)	0	0	
YCL025C	PHEt2r	EX_so4(e)	0	0	
YCL025C	SERt2r	EX_so4(e)	0	0	
YCL025C	THRt2r	EX_so4(e)	0	0	
YCL025C	TYRt2r	EX_so4(e)	0	0	
YCL025C	VALt2r	EX_so4(e)	0	0	
YCL030C	HISTD	EX_glc(e)	-154978	-2.33752e+09	
YCL030C	PRAMPC	EX_glc(e)	-154978	-2.33752e+09	
YCL030C	PRATPP	EX_glc(e)	-154978	-2.33752e+09	
YCL030C	HISTD	EX_nh4(e)	-84351.4	-1.27227e+09	
YCL030C	PRAMPC	EX_nh4(e)	-84351.4	-1.27227e+09	
YCL030C	PRATPP	EX_nh4(e)	-84351.4	-1.27227e+09	
YCL030C	HISTD	EX_o2(e)	-840.724	-1.26806e+07	
YCL030C	PRAMPC	EX_o2(e)	-840.724	-1.26806e+07	
YCL030C	PRATPP	EX_o2(e)	-840.724	-1.26806e+07	
YCL030C	HISTD	EX_pi(e)	-2981.9	-4.49759e+07	
YCL030C	PRAMPC	EX_pi(e)	-2981.9	-4.49759e+07	
YCL030C	PRATPP	EX_pi(e)	-2981.9	-4.49759e+07	
YCL030C	HISTD	EX_so4(e)	-1165.91	-1.75854e+07	
YCL030C	PRAMPC	EX_so4(e)	-1165.91	-1.75854e+07	
YCL030C	PRATPP	EX_so4(e)	-1165.91	-1.75854e+07	
YCL040W	GLUK	EX_glc(e)	-3.04331e-06	-0.0003484	
YCL040W	HEX1	EX_glc(e)	0	0	
YCL040W	GLUK	EX_nh4(e)	1.80014e-09	3.63483e-10	
YCL040W	HEX1	EX_nh4(e)	0	0	
YCL040W	GLUK	EX_o2(e)	0	0	
YCL040W	HEX1	EX_o2(e)	3.50734e-11	6.98944e-12	
YCL040W	GLUK	EX_pi(e)	0	0	
YCL040W	HEX1	EX_pi(e)	0	0	
YCL040W	GLUK	EX_so4(e)	-3.78932e-12	-1.91977e-12	
YCL040W	HEX1	EX_so4(e)	0	0	
YCL050C	ATPATF2	EX_glc(e)	0	0	
YCL050C	ATPATF3	EX_glc(e)	0	0	
YCL050C	SLFAT	EX_glc(e)	0.0564905	985.872	
YCL050C	ATPATF2	EX_nh4(e)	0	0	
YCL050C	ATPATF3	EX_nh4(e)	0	0	
YCL050C	SLFAT	EX_nh4(e)	0.000176175	3.0746	
YCL050C	ATPATF2	EX_o2(e)	0	0	
YCL050C	ATPATF3	EX_o2(e)	0	0	
YCL050C	SLFAT	EX_o2(e)	-1.80893e-08	-5.30556e-06	
YCL050C	ATPATF2	EX_pi(e)	0	0	
YCL050C	ATPATF3	EX_pi(e)	0	0	
YCL050C	SLFAT	EX_pi(e)	-3.09962e-11	3.14431e-12	
YCL050C	ATPATF2	EX_so4(e)	0	0	
YCL050C	ATPATF3	EX_so4(e)	0	0	
YCL050C	SLFAT	EX_so4(e)	-5.22131e-08	-0.000911223	
YCL064C	SERD_L	EX_glc(e)	0	0	
YCL064C	THRD_L	EX_glc(e)	25040.6	-2.20617e+16	
YCL064C	SERD_L	EX_nh4(e)	0	0	
YCL064C	THRD_L	EX_nh4(e)	0	0	
YCL064C	SERD_L	EX_o2(e)	0	0	
YCL064C	THRD_L	EX_o2(e)	3.97852e-09	1.16916e-06	
YCL064C	SERD_L	EX_pi(e)	0	0	
YCL064C	THRD_L	EX_pi(e)	0	0	
YCL064C	SERD_L	EX_so4(e)	0	0	
YCL064C	THRD_L	EX_so4(e)	0	0	
YCR005C	CSp	EX_glc(e)	-306435	-1.12416e+18	
YCR005C	CSp	EX_nh4(e)	0	0	
YCR005C	CSp	EX_o2(e)	0	0	
YCR005C	CSp	EX_pi(e)	0	0	
YCR005C	CSp	EX_so4(e)	0	0	
YCR012W	PGK	EX_glc(e)	-0.148146	10.0997	
YCR012W	PGK	EX_nh4(e)	-9.37654e-10	9.47218e-11	
YCR012W	PGK	EX_o2(e)	-4.51282e-13	4.51282e-14	
YCR012W	PGK	EX_pi(e)	7.44149e-12	-7.44508e-13	
YCR012W	PGK	EX_so4(e)	-0	0	
YCR024C	ASNTRSm	EX_glc(e)	0	0	
YCR024C	ASNTRSm	EX_nh4(e)	0	0	
YCR024C	ASNTRSm	EX_o2(e)	0	0	
YCR024C	ASNTRSm	EX_pi(e)	0	0	
YCR024C	ASNTRSm	EX_so4(e)	0	0	
YCR024C-A	ATPS	EX_glc(e)	0.346421	66.1083	
YCR024C-A	ATPS	EX_nh4(e)	0.500003	95.4167	
YCR024C-A	ATPS	EX_o2(e)	3.37453e-08	1.94104e-05	
YCR024C-A	ATPS	EX_pi(e)	0	0	
YCR024C-A	ATPS	EX_so4(e)	-2.19715e-12	-1.07571e-12	
YCR028C	PNTOt2	EX_glc(e)	-446.7	1.98011e+13	
YCR028C	PNTOt2	EX_nh4(e)	0	0	
YCR028C	PNTOt2	EX_o2(e)	-9.68001e-08	5.4166e-05	
YCR028C	PNTOt2	EX_pi(e)	0	0	
YCR028C	PNTOt2	EX_so4(e)	0	0	
YCR032W	ACt2r	EX_glc(e)	-968739	-3.19673e+19	
YCR032W	ACt2r	EX_nh4(e)	-1.02337e-09	1.03944e-10	
YCR032W	ACt2r	EX_o2(e)	0	0	
YCR032W	ACt2r	EX_pi(e)	2.66058e-11	-2.66765e-12	
YCR032W	ACt2r	EX_so4(e)	2.6358e-12	-1.54811e-12	
YCR034W	13GS	EX_glc(e)	-9054.48	-7.97892e+06	
YCR034W	FAS240_L	EX_glc(e)	48274.6	-8.06263e+16	
YCR034W	13GS	EX_nh4(e)	-4928.18	-4.34278e+06	
YCR034W	FAS240_L	EX_nh4(e)	0	0	
YCR034W	13GS	EX_o2(e)	-49.1188	-43284.1	
YCR034W	FAS240_L	EX_o2(e)	0	0	
YCR034W	13GS	EX_pi(e)	-174.216	-153521	
YCR034W	FAS240_L	EX_pi(e)	0	0	
YCR034W	13GS	EX_so4(e)	-68.1177	-60026.2	
YCR034W	FAS240_L	EX_so4(e)	0	0	
YCR036W	DRBK	EX_glc(e)	0	0	
YCR036W	RBK	EX_glc(e)	0	0	
YCR036W	DRBK	EX_nh4(e)	0	0	
YCR036W	RBK	EX_nh4(e)	0	0	
YCR036W	DRBK	EX_o2(e)	0	0	
YCR036W	RBK	EX_o2(e)	0	0	
YCR036W	DRBK	EX_pi(e)	0	0	
YCR036W	RBK	EX_pi(e)	0	0	
YCR036W	DRBK	EX_so4(e)	0	0	
YCR036W	RBK	EX_so4(e)	0	0	
YCR037C	PIt2r	EX_glc(e)	-51972.7	-2.62887e+08	
YCR037C	PIt2r	EX_nh4(e)	-28287.8	-1.43085e+08	
YCR037C	PIt2r	EX_o2(e)	-281.942	-1.42611e+06	
YCR037C	PIt2r	EX_pi(e)	-1000	-5.05817e+06	
YCR037C	PIt2r	EX_so4(e)	-390.996	-1.97773e+06	
YCR053W	4HTHRS	EX_glc(e)	0	0	
YCR053W	THRS	EX_glc(e)	0	0	
YCR053W	4HTHRS	EX_nh4(e)	0	0	
YCR053W	THRS	EX_nh4(e)	0	0	
YCR053W	4HTHRS	EX_o2(e)	0	0	
YCR053W	THRS	EX_o2(e)	0	0	
YCR053W	4HTHRS	EX_pi(e)	0	0	
YCR053W	THRS	EX_pi(e)	-7.85047e-07	-0.00204386	
YCR053W	4HTHRS	EX_so4(e)	0	0	
YCR053W	THRS	EX_so4(e)	-7.78914e-09	-2.02789e-05	
YCR073W-A	PGL	EX_glc(e)	-0.0465791	-16061.8	
YCR073W-A	PGL	EX_nh4(e)	0.00286345	987.398	
YCR073W-A	PGL	EX_o2(e)	-2.59832e-09	-1.72617e-07	
YCR073W-A	PGL	EX_pi(e)	0.00162691	561.003	
YCR073W-A	PGL	EX_so4(e)	-3.31904e-13	-3.68206e-14	
YCR098C	PIt2r	EX_glc(e)	-51972.7	-2.62887e+08	
YCR098C	PIt2r	EX_nh4(e)	-28287.8	-1.43085e+08	
YCR098C	PIt2r	EX_o2(e)	-281.942	-1.42611e+06	
